PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NY0816133,GREENE WATER DISTRICT #1,Community water system,Ground water purchased,Chenango,GREENE (T),112,2,14,10
NY0816134,GREENE WATER DISTRICT #2,Community water system,Ground water purchased,Chenango,GREENE (T),136,2,11,10
NY0816135,GREENE WATER DISTRICT #3,Community water system,Ground water purchased,Chenango,GREENE (T),60,2,11,9
NY1302794,GREENFIELD WATER DISTRICT,Community water system,Ground water,Dutchess,HYDE PARK (T),1050,6,100,13
NY0600813,GREENHURST MOBILE VILLAGE,Community water system,Ground water,Chautauqua,ELLERY (T),125,6,3,4
NY5103271,GREENLAWN WD,Community water system,Ground water,Suffolk,HUNTINGTON (T),42000,37,5,14
NY5103703,GREENPORT VILLAGE,Community water system,Ground water purchased,Suffolk,SOUTHOLD (T),2050,3,10,14
NY1000238,GREENPORT WD NO1,Community water system,Ground water,Columbia,GREENPORT (T),4050,14,48,13
NY5221394,GREENTREE WATER COMPANY,Community water system,Ground water,Sullivan,THOMPSON (T),184,5,27,6
NY1900028,GREENVILLE WATER DISTRICT NO 1,Community water system,Ground water,Greene,GREENVILLE (T),1100,8,3,3
NY5700122,GREENWICH VILLAGE,Community water system,Groundwater under influence of surface water,Washington,GREENWICH (T),1777,6,43,23
NY3503530,GREENWOOD LAKE VILLAGE,Community water system,Groundwater under influence of surface water,Orange,GREENWOOD LAKE (V),3411,5,94,14
NY3501324,GREENWOOD MOBILE HOME COURT,Community water system,Ground water,Orange,DEERPARK (T),175,3,4,15
NY5001214,GREENWOOD WATER DISTRICT,Community water system,Ground water,Steuben,GREENWOOD (T),260,8,11,15
NY5404415,GROTON VILLAGE,Community water system,Groundwater under influence of surface water,Tompkins,GROTON (V),2470,10,2,13
NY3808444,GROVE ESTATES MOBILE HOME PARK,Community water system,Ground water,Otsego,MORRIS (T),92,3,37,4
NY2500795,GROVELAND CORRECTIONAL FACILITY,Community water system,Groundwater under influence of surface water,Livingston,GROVELAND (T),2750,11,2,16
NY5203024,GROVER HERMANN HOSPITAL,Community water system,Ground water,Sullivan,DELAWARE (T),50,4,3,5
NY0100205,GUILDERLAND TOWN WD,Community water system,Surface water,Albany,GUILDERLAND (T),30000,12,25,19
NY0801742,GUILFORD WATER DISTRICT,Community water system,Surface water,Chenango,GUILFORD (T),350,6,13,14
NY4500165,HADLEY SOUTH WD#1,Community water system,Ground water,Saratoga,HADLEY (T),800,7,12,17
NY4511618,HADLEY WD #2,Community water system,Ground water,Saratoga,HADLEY (T),997,8,10,11
NY1200264,HALCOTTSVILLE WATER DISTRICT NO. 1,Community water system,Ground water,Delaware,MIDDLETOWN (T),48,8,41,5
NY5503391,HALCYON PARK WATER DISTRICT,Community water system,Ground water,Ulster,ULSTER (T),402,4,3,6
NY1722718,HALE CREEK ASACTA CENTER,Community water system,Surface water purchased,Fulton,JOHNSTOWN (T),610,4,8,6
NY4519111,HALFMOON WATER DISTRICT (TROY),Community water system,Surface water purchased,Saratoga,HALFMOON (T),15000,39,15,57
NY1200265,HAMDEN WATER DIST 1 - HAMDEN,Community water system,Ground water,Delaware,HAMDEN (T),175,8,13,5
NY1200256,HAMDEN WATER DIST 2 - DELANCEY,Community water system,Ground water,Delaware,HAMDEN (T),136,12,23,3
NY3202470,HAMILTON COLLEGE WD,Community water system,Surface water purchased,Oneida,KIRKLAND (T),2672,7,10,50
NY2630059,HAMILTON MANOR,Community water system,Ground water,Madison,HAMILTON (T),37,3,42,14
NY2602377,HAMILTON VILLAGE,Community water system,Ground water,Madison,HAMILTON (V),4239,6,13,14
NY1030013,HAMLET APARTMENTS,Community water system,Ground water,Columbia,COPAKE (T),25,5,12,13
NY4501826,HAMMOND MOBILE HOME PARK,Community water system,Ground water,Saratoga,WILTON (T),40,6,15,19
NY5001223,HAMMONDSPORT VILLAGE,Community water system,Surface water,Steuben,HAMMONDSPORT (V),731,11,12,21
NY3830015,HAMPSHIRE HOUSE ADULT HOME,Community water system,Ground water,Otsego,ONEONTA (T),65,4,20,5
NY5103704,HAMPTON BAYS WD,Community water system,Ground water,Suffolk,SOUTHAMPTON (T),12500,28,33,14
NY4100037,HAMPTON MANOR-HILLVIEW W D #4,Community water system,Surface water purchased,Rensselaer,RENSSELAER (C),2430,9,3,6
NY1200266,HANCOCK VILLAGE,Community water system,Ground water,Delaware,HANCOCK (V),1182,6,27,7
NY0800704,HANDSOME BROOK ESTATES,Community water system,Ground water,Chenango,SHERBURNE (T),112,5,35,11
NY0100206,HANNAY REELS,Community water system,Ground water,Albany,WESTERLO (T),105,3,1,20
